scraped_ts,category,product_name,company,price_raw,city,state,rating,product_url
2025-04-24T06:51:04,tractor,Balwan Petrol PumpSet WP-33R,,,,,,
2025-04-24T06:51:04,tractor,Massey Ferguson 1035 J Series,,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 575 DI SP Plus Tractor, 2WD, 47 HP",,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 265 Xp Plus, 2wd, 33 Hp",,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 475 Di Xp Plus Ms Tractor, 2wd, 42 Hp",,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 475 Di Tractor, 2wd, 42 Hp",,,,,,
2025-04-24T06:51:04,tractor,"Mini Tractor, Below 20 HP",,,,,,
2025-04-24T06:51:04,tractor,Preet 6049 4WD 60 HP Agricultural Tractor,,,,,,
2025-04-24T06:51:04,tractor,Preet 955 4wd 50 Hp Agricultural Tractor,,,,,,
2025-04-24T06:51:04,tractor,Preet 3549 - 2wd 35 Hp Tractor,,,,,,
2025-04-24T06:51:04,tractor,Preet 6049 - 2wd 60 Hp Agricultural Tractor,,,,,,
2025-04-24T06:51:04,tractor,Mini Tractor 15 - 30 HP,,,,,,
2025-04-24T06:51:04,tractor,Tractor 15 Hp,,,,,,
2025-04-24T06:51:04,tractor,Mahindra Mini Tractor,,,,,,
2025-04-24T06:51:04,tractor,"Captain Farmtrac Tractor, 21-30 Hp",,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 585 DI Tractor, 2WD, 50 HP",,,,,,
2025-04-24T06:51:04,tractor,"Mahindra 575 Di Sp Plus, 2wd, 47 Hp",,,,,,
2025-04-24T06:51:04,tractor,Mahindra Jivo 245 Di 4wd Tractor,,,,,,
2025-04-24T06:51:04,tractor,"Mahindra Arjun Novo 605 Di-i 4wd Tractor, 60 Hp",,,,,,
2025-04-24T06:51:04,tractor,25 HP Preet 2549 2WD Tractor,,,,,,
2025-04-24T06:51:04,tractor,50 Hp Preet 955 2wd Tractor,,,,,,
2025-04-24T06:51:04,tractor,30 Hp Preet 3049 2wd Tractor,,,,,,
2025-04-24T06:51:04,tractor,Powertrac Tractors,,,,,,
